Second of the Day,Power Produced,Time of Day
5925,0.0,01:38:45
5926,0.0,01:38:46
5927,0.0,01:38:47
5928,0.0,01:38:48
5929,0.0,01:38:49
5930,0.0,01:38:50
5931,0.0,01:38:51
5932,0.0,01:38:52
5933,0.0,01:38:53
5934,0.0,01:38:54
5935,0.0,01:38:55
5936,0.0,01:38:56
5937,0.0,01:38:57
5938,0.0,01:38:58
5939,0.0,01:38:59
5940,0.0,01:39:00
5941,0.0,01:39:01
5942,0.0,01:39:02
5943,0.0,01:39:03
5944,0.0,01:39:04
5945,0.0,01:39:05
5946,0.0,01:39:06
5947,0.0,01:39:07
5948,0.0,01:39:08
5949,0.0,01:39:09
5950,0.0,01:39:10
5951,0.0,01:39:11
5952,0.0,01:39:12
5953,0.0,01:39:13
5954,0.0,01:39:14
5955,0.0,01:39:15
5956,0.0,01:39:16
5957,0.0,01:39:17
5958,0.0,01:39:18
5959,0.0,01:39:19
5960,0.0,01:39:20
5961,0.0,01:39:21
5962,0.0,01:39:22
5963,0.0,01:39:23
5964,0.0,01:39:24
5965,0.0,01:39:25
5966,0.0,01:39:26
5967,0.0,01:39:27
5968,0.0,01:39:28
5969,0.0,01:39:29
5970,0.0,01:39:30
5971,0.0,01:39:31
5972,0.0,01:39:32
5973,0.0,01:39:33
5974,0.0,01:39:34
5975,0.0,01:39:35
5976,0.0,01:39:36
5977,0.0,01:39:37
5978,0.0,01:39:38
5979,0.0,01:39:39
5980,0.0,01:39:40
5981,0.0,01:39:41
5982,0.0,01:39:42
5983,0.0,01:39:43
5984,0.0,01:39:44
5985,0.0,01:39:45
5986,0.0,01:39:46
5987,0.0,01:39:47
5988,0.0,01:39:48
5989,0.0,01:39:49
5990,0.0,01:39:50
5991,0.0,01:39:51
5992,0.0,01:39:52
5993,0.0,01:39:53
5994,0.0,01:39:54
5995,0.0,01:39:55
5996,0.0,01:39:56
5997,0.0,01:39:57
5998,0.0,01:39:58
5999,0.0,01:39:59
6000,0.0,01:40:00
6001,0.0,01:40:01
6002,0.0,01:40:02
6003,0.0,01:40:03
6004,0.0,01:40:04
6005,0.0,01:40:05
6006,0.0,01:40:06
6007,0.0,01:40:07
6008,0.0,01:40:08
6009,0.0,01:40:09
6010,0.0,01:40:10
6011,0.0,01:40:11
6012,0.0,01:40:12
6013,0.0,01:40:13
6014,0.0,01:40:14
6015,0.0,01:40:15
6016,0.0,01:40:16
6017,0.0,01:40:17
6018,0.0,01:40:18
6019,0.0,01:40:19
6020,0.0,01:40:20
6021,0.0,01:40:21
6022,0.0,01:40:22
6023,0.0,01:40:23
6024,0.0,01:40:24
6025,0.0,01:40:25
6026,0.0,01:40:26
6027,0.0,01:40:27
6028,0.0,01:40:28
6029,0.0,01:40:29
6030,0.0,01:40:30
6031,0.0,01:40:31
6032,0.0,01:40:32
6033,0.0,01:40:33
6034,0.0,01:40:34
6035,0.0,01:40:35
6036,0.0,01:40:36
6037,0.0,01:40:37
6038,0.0,01:40:38
6039,0.0,01:40:39
6040,0.0,01:40:40
6041,0.0,01:40:41
6042,0.0,01:40:42
6043,0.0,01:40:43
6044,0.0,01:40:44
6045,0.0,01:40:45
6046,0.0,01:40:46
6047,0.0,01:40:47
6048,0.0,01:40:48
6049,0.0,01:40:49
6050,0.0,01:40:50
6051,0.0,01:40:51
6052,0.0,01:40:52
6053,0.0,01:40:53
6054,0.0,01:40:54
6055,0.0,01:40:55
6056,0.0,01:40:56
6057,0.0,01:40:57
6058,0.0,01:40:58
6059,0.0,01:40:59
6060,0.0,01:41:00
6061,0.0,01:41:01
6062,0.0,01:41:02
6063,0.0,01:41:03
6064,0.0,01:41:04
6065,0.0,01:41:05
6066,0.0,01:41:06
6067,0.0,01:41:07
6068,0.0,01:41:08
6069,0.0,01:41:09
6070,0.0,01:41:10
6071,0.0,01:41:11
6072,0.0,01:41:12
6073,0.0,01:41:13
6074,0.0,01:41:14
6075,0.0,01:41:15
6076,0.0,01:41:16
6077,0.0,01:41:17
6078,0.0,01:41:18
6079,0.0,01:41:19
6080,0.0,01:41:20
6081,0.0,01:41:21
6082,0.0,01:41:22
6083,0.0,01:41:23
6084,0.0,01:41:24
6085,0.0,01:41:25
6086,0.0,01:41:26
6087,0.0,01:41:27
6088,0.0,01:41:28
6089,0.0,01:41:29
6090,0.0,01:41:30
6091,0.0,01:41:31
6092,0.0,01:41:32
6093,0.0,01:41:33
6094,0.0,01:41:34
6095,0.0,01:41:35
6096,0.0,01:41:36
6097,0.0,01:41:37
6098,0.0,01:41:38
6099,0.0,01:41:39
6100,0.0,01:41:40
6101,0.0,01:41:41
6102,0.0,01:41:42
6103,0.0,01:41:43
6104,0.0,01:41:44
6105,0.0,01:41:45
6106,0.0,01:41:46
6107,0.0,01:41:47
6108,0.0,01:41:48
6109,0.0,01:41:49
6110,0.0,01:41:50
6111,0.0,01:41:51
6112,0.0,01:41:52
6113,0.0,01:41:53
6114,0.0,01:41:54
6115,0.0,01:41:55
6116,0.0,01:41:56
6117,0.0,01:41:57
6118,0.0,01:41:58
6119,0.0,01:41:59
6120,0.0,01:42:00
6121,0.0,01:42:01
6122,0.0,01:42:02
6123,0.0,01:42:03
6124,0.0,01:42:04
6125,0.0,01:42:05
6126,0.0,01:42:06
6127,0.0,01:42:07
6128,0.0,01:42:08
6129,0.0,01:42:09
6130,0.0,01:42:10
6131,0.0,01:42:11
6132,0.0,01:42:12
6133,0.0,01:42:13
6134,0.0,01:42:14
6135,0.0,01:42:15
6136,0.0,01:42:16
6137,0.0,01:42:17
6138,0.0,01:42:18
6139,0.0,01:42:19
6140,0.0,01:42:20
6141,0.0,01:42:21
6142,0.0,01:42:22
6143,0.0,01:42:23
6144,0.0,01:42:24
6145,0.0,01:42:25
6146,0.0,01:42:26
6147,0.0,01:42:27
6148,0.0,01:42:28
6149,0.0,01:42:29
6150,0.0,01:42:30
6151,0.0,01:42:31
6152,0.0,01:42:32
6153,0.0,01:42:33
6154,0.0,01:42:34
6155,0.0,01:42:35
6156,0.0,01:42:36
6157,0.0,01:42:37
6158,0.0,01:42:38
6159,0.0,01:42:39
6160,0.0,01:42:40
6161,0.0,01:42:41
6162,0.0,01:42:42
6163,0.0,01:42:43
6164,0.0,01:42:44
6165,0.0,01:42:45
6166,0.0,01:42:46
6167,0.0,01:42:47
6168,0.0,01:42:48
6169,0.0,01:42:49
6170,0.0,01:42:50
6171,0.0,01:42:51
6172,0.0,01:42:52
6173,0.0,01:42:53
6174,0.0,01:42:54
6175,0.0,01:42:55
6176,0.0,01:42:56
6177,0.0,01:42:57
6178,0.0,01:42:58
6179,0.0,01:42:59
6180,0.0,01:43:00
6181,0.0,01:43:01
6182,0.0,01:43:02
6183,0.0,01:43:03
6184,0.0,01:43:04
6185,0.0,01:43:05
6186,0.0,01:43:06
6187,0.0,01:43:07
6188,0.0,01:43:08
6189,0.0,01:43:09
6190,0.0,01:43:10
6191,0.0,01:43:11
6192,0.0,01:43:12
6193,0.0,01:43:13
6194,0.0,01:43:14
6195,0.0,01:43:15
6196,0.0,01:43:16
6197,0.0,01:43:17
6198,0.0,01:43:18
6199,0.0,01:43:19
6200,0.0,01:43:20
6201,0.0,01:43:21
6202,0.0,01:43:22
6203,0.0,01:43:23
6204,0.0,01:43:24
6205,0.0,01:43:25
6206,0.0,01:43:26
6207,0.0,01:43:27
6208,0.0,01:43:28
6209,0.0,01:43:29
6210,0.0,01:43:30
6211,0.0,01:43:31
6212,0.0,01:43:32
6213,0.0,01:43:33
6214,0.0,01:43:34
6215,0.0,01:43:35
6216,0.0,01:43:36
6217,0.0,01:43:37
6218,0.0,01:43:38
6219,0.0,01:43:39
6220,0.0,01:43:40
6221,0.0,01:43:41
6222,0.0,01:43:42
6223,0.0,01:43:43
6224,0.0,01:43:44
6225,0.0,01:43:45
6226,0.0,01:43:46
6227,0.0,01:43:47
6228,0.0,01:43:48
6229,0.0,01:43:49
6230,0.0,01:43:50
6231,0.0,01:43:51
6232,0.0,01:43:52
6233,0.0,01:43:53
6234,0.0,01:43:54
6235,0.0,01:43:55
6236,0.0,01:43:56
6237,0.0,01:43:57
6238,0.0,01:43:58
6239,0.0,01:43:59
6240,0.0,01:44:00
6241,0.0,01:44:01
6242,0.0,01:44:02
6243,0.0,01:44:03
6244,0.0,01:44:04
6245,0.0,01:44:05
6246,0.0,01:44:06
6247,0.0,01:44:07
6248,0.0,01:44:08
6249,0.0,01:44:09
6250,0.0,01:44:10
6251,0.0,01:44:11
6252,0.0,01:44:12
6253,0.0,01:44:13
6254,0.0,01:44:14
6255,0.0,01:44:15
6256,0.0,01:44:16
6257,0.0,01:44:17
6258,0.0,01:44:18
6259,0.0,01:44:19
6260,0.0,01:44:20
6261,0.0,01:44:21
6262,0.0,01:44:22
6263,0.0,01:44:23
6264,0.0,01:44:24
6265,0.0,01:44:25
6266,0.0,01:44:26
6267,0.0,01:44:27
6268,0.0,01:44:28
6269,0.0,01:44:29
6270,0.0,01:44:30
6271,0.0,01:44:31
6272,0.0,01:44:32
6273,0.0,01:44:33
6274,0.0,01:44:34
6275,0.0,01:44:35
6276,0.0,01:44:36
6277,0.0,01:44:37
6278,0.0,01:44:38
6279,0.0,01:44:39
6280,0.0,01:44:40
6281,0.0,01:44:41
6282,0.0,01:44:42
6283,0.0,01:44:43
6284,0.0,01:44:44
6285,0.0,01:44:45
6286,0.0,01:44:46
6287,0.0,01:44:47
6288,0.0,01:44:48
6289,0.0,01:44:49
6290,0.0,01:44:50
6291,0.0,01:44:51
6292,0.0,01:44:52
6293,0.0,01:44:53
6294,0.0,01:44:54
6295,0.0,01:44:55
6296,0.0,01:44:56
6297,0.0,01:44:57
6298,0.0,01:44:58
6299,0.0,01:44:59
6300,0.0,01:45:00
6301,0.0,01:45:01
6302,0.0,01:45:02
6303,0.0,01:45:03
6304,0.0,01:45:04
6305,0.0,01:45:05
6306,0.0,01:45:06
6307,0.0,01:45:07
6308,0.0,01:45:08
6309,0.0,01:45:09
6310,0.0,01:45:10
6311,0.0,01:45:11
6312,0.0,01:45:12
6313,0.0,01:45:13
6314,0.0,01:45:14
6315,0.0,01:45:15
6316,0.0,01:45:16
6317,0.0,01:45:17
6318,0.0,01:45:18
6319,0.0,01:45:19
6320,0.0,01:45:20
6321,0.0,01:45:21
6322,0.0,01:45:22
6323,0.0,01:45:23
6324,0.0,01:45:24
6325,0.0,01:45:25
6326,0.0,01:45:26
6327,0.0,01:45:27
6328,0.0,01:45:28
6329,0.0,01:45:29
6330,0.0,01:45:30
6331,0.0,01:45:31
6332,0.0,01:45:32
6333,0.0,01:45:33
6334,0.0,01:45:34
6335,0.0,01:45:35
6336,0.0,01:45:36
6337,0.0,01:45:37
6338,0.0,01:45:38
6339,0.0,01:45:39
6340,0.0,01:45:40
6341,0.0,01:45:41
6342,0.0,01:45:42
6343,0.0,01:45:43
6344,0.0,01:45:44
6345,0.0,01:45:45
6346,0.0,01:45:46
6347,0.0,01:45:47
6348,0.0,01:45:48
6349,0.0,01:45:49
6350,0.0,01:45:50
6351,0.0,01:45:51
6352,0.0,01:45:52
6353,0.0,01:45:53
6354,0.0,01:45:54
6355,0.0,01:45:55
6356,0.0,01:45:56
6357,0.0,01:45:57
6358,0.0,01:45:58
6359,0.0,01:45:59
6360,0.0,01:46:00
6361,0.0,01:46:01
6362,0.0,01:46:02
6363,0.0,01:46:03
6364,0.0,01:46:04
6365,0.0,01:46:05
6366,0.0,01:46:06
6367,0.0,01:46:07
6368,0.0,01:46:08
6369,0.0,01:46:09
6370,0.0,01:46:10
6371,0.0,01:46:11
6372,0.0,01:46:12
6373,0.0,01:46:13
6374,0.0,01:46:14
6375,0.0,01:46:15
6376,0.0,01:46:16
6377,0.0,01:46:17
6378,0.0,01:46:18
6379,0.0,01:46:19
6380,0.0,01:46:20
6381,0.0,01:46:21
6382,0.0,01:46:22
6383,0.0,01:46:23
6384,0.0,01:46:24
6385,0.0,01:46:25
6386,0.0,01:46:26
6387,0.0,01:46:27
6388,0.0,01:46:28
6389,0.0,01:46:29
6390,0.0,01:46:30
6391,0.0,01:46:31
6392,0.0,01:46:32
6393,0.0,01:46:33
6394,0.0,01:46:34
6395,0.0,01:46:35
6396,0.0,01:46:36
6397,0.0,01:46:37
6398,0.0,01:46:38
6399,0.0,01:46:39
6400,0.0,01:46:40
6401,0.0,01:46:41
6402,0.0,01:46:42
6403,0.0,01:46:43
6404,0.0,01:46:44
6405,0.0,01:46:45
6406,0.0,01:46:46
6407,0.0,01:46:47
6408,0.0,01:46:48
6409,0.0,01:46:49
6410,0.0,01:46:50
6411,0.0,01:46:51
6412,0.0,01:46:52
6413,0.0,01:46:53
6414,0.0,01:46:54
6415,0.0,01:46:55
6416,0.0,01:46:56
6417,0.0,01:46:57
6418,0.0,01:46:58
6419,0.0,01:46:59
6420,0.0,01:47:00
6421,0.0,01:47:01
6422,0.0,01:47:02
6423,0.0,01:47:03
6424,0.0,01:47:04
6425,0.0,01:47:05
6426,0.0,01:47:06
6427,0.0,01:47:07
6428,0.0,01:47:08
6429,0.0,01:47:09
6430,0.0,01:47:10
6431,0.0,01:47:11
6432,0.0,01:47:12
6433,0.0,01:47:13
6434,0.0,01:47:14
6435,0.0,01:47:15
6436,0.0,01:47:16
6437,0.0,01:47:17
6438,0.0,01:47:18
6439,0.0,01:47:19
6440,0.0,01:47:20
6441,0.0,01:47:21
6442,0.0,01:47:22
6443,0.0,01:47:23
6444,0.0,01:47:24
6445,0.0,01:47:25
6446,0.0,01:47:26
6447,0.0,01:47:27
6448,0.0,01:47:28
6449,0.0,01:47:29
6450,0.0,01:47:30
6451,0.0,01:47:31
6452,0.0,01:47:32
6453,0.0,01:47:33
6454,0.0,01:47:34
6455,0.0,01:47:35
6456,0.0,01:47:36
6457,0.0,01:47:37
6458,0.0,01:47:38
6459,0.0,01:47:39
6460,0.0,01:47:40
6461,0.0,01:47:41
6462,0.0,01:47:42
6463,0.0,01:47:43
6464,0.0,01:47:44
6465,0.0,01:47:45
6466,0.0,01:47:46
6467,0.0,01:47:47
6468,0.0,01:47:48
6469,0.0,01:47:49
6470,0.0,01:47:50
6471,0.0,01:47:51
6472,0.0,01:47:52
6473,0.0,01:47:53
6474,0.0,01:47:54
6475,0.0,01:47:55
6476,0.0,01:47:56
6477,0.0,01:47:57
6478,0.0,01:47:58
6479,0.0,01:47:59
6480,0.0,01:48:00
6481,0.0,01:48:01
6482,0.0,01:48:02
6483,0.0,01:48:03
6484,0.0,01:48:04
6485,0.0,01:48:05
6486,0.0,01:48:06
6487,0.0,01:48:07
6488,0.0,01:48:08
6489,0.0,01:48:09
6490,0.0,01:48:10
6491,0.0,01:48:11
6492,0.0,01:48:12
6493,0.0,01:48:13
6494,0.0,01:48:14
6495,0.0,01:48:15
6496,0.0,01:48:16
6497,0.0,01:48:17
6498,0.0,01:48:18
6499,0.0,01:48:19
6500,0.0,01:48:20
6501,0.0,01:48:21
6502,0.0,01:48:22
6503,0.0,01:48:23
6504,0.0,01:48:24
6505,0.0,01:48:25
6506,0.0,01:48:26
6507,0.0,01:48:27
6508,0.0,01:48:28
6509,0.0,01:48:29
6510,0.0,01:48:30
6511,0.0,01:48:31
6512,0.0,01:48:32
6513,0.0,01:48:33
6514,0.0,01:48:34
6515,0.0,01:48:35
6516,0.0,01:48:36
6517,0.0,01:48:37
6518,0.0,01:48:38
6519,0.0,01:48:39
6520,0.0,01:48:40
6521,0.0,01:48:41
6522,0.0,01:48:42
6523,0.0,01:48:43
6524,0.0,01:48:44
6525,0.0,01:48:45
6526,0.0,01:48:46
6527,0.0,01:48:47
6528,0.0,01:48:48
6529,0.0,01:48:49
6530,0.0,01:48:50
6531,0.0,01:48:51
6532,0.0,01:48:52
6533,0.0,01:48:53
6534,0.0,01:48:54
6535,0.0,01:48:55
6536,0.0,01:48:56
6537,0.0,01:48:57
6538,0.0,01:48:58
6539,0.0,01:48:59
6540,0.0,01:49:00
6541,0.0,01:49:01
6542,0.0,01:49:02
6543,0.0,01:49:03
6544,0.0,01:49:04
6545,0.0,01:49:05
6546,0.0,01:49:06
6547,0.0,01:49:07
6548,0.0,01:49:08
6549,0.0,01:49:09
6550,0.0,01:49:10
6551,0.0,01:49:11
6552,0.0,01:49:12
6553,0.0,01:49:13
6554,0.0,01:49:14
6555,0.0,01:49:15
6556,0.0,01:49:16
6557,0.0,01:49:17
6558,0.0,01:49:18
6559,0.0,01:49:19
6560,0.0,01:49:20
6561,0.0,01:49:21
6562,0.0,01:49:22
6563,0.0,01:49:23
6564,0.0,01:49:24
6565,0.0,01:49:25
6566,0.0,01:49:26
6567,0.0,01:49:27
6568,0.0,01:49:28
6569,0.0,01:49:29
6570,0.0,01:49:30
6571,0.0,01:49:31
6572,0.0,01:49:32
6573,0.0,01:49:33
6574,0.0,01:49:34
6575,0.0,01:49:35
6576,0.0,01:49:36
6577,0.0,01:49:37
6578,0.0,01:49:38
6579,0.0,01:49:39
6580,0.0,01:49:40
6581,0.0,01:49:41
6582,0.0,01:49:42
6583,0.0,01:49:43
6584,0.0,01:49:44
6585,0.0,01:49:45
6586,0.0,01:49:46
6587,0.0,01:49:47
6588,0.0,01:49:48
6589,0.0,01:49:49
6590,0.0,01:49:50
6591,0.0,01:49:51
6592,0.0,01:49:52
6593,0.0,01:49:53
6594,0.0,01:49:54
6595,0.0,01:49:55
6596,0.0,01:49:56
6597,0.0,01:49:57
6598,0.0,01:49:58
6599,0.0,01:49:59
6600,0.0,01:50:00
6601,0.0,01:50:01
6602,0.0,01:50:02
6603,0.0,01:50:03
6604,0.0,01:50:04
6605,0.0,01:50:05
6606,0.0,01:50:06
6607,0.0,01:50:07
6608,0.0,01:50:08
6609,0.0,01:50:09
6610,0.0,01:50:10
6611,0.0,01:50:11
6612,0.0,01:50:12
6613,0.0,01:50:13
6614,0.0,01:50:14
6615,0.0,01:50:15
6616,0.0,01:50:16
6617,0.0,01:50:17
6618,0.0,01:50:18
6619,0.0,01:50:19
6620,0.0,01:50:20
6621,0.0,01:50:21
6622,0.0,01:50:22
6623,0.0,01:50:23
6624,0.0,01:50:24
6625,0.0,01:50:25
6626,0.0,01:50:26
6627,0.0,01:50:27
6628,0.0,01:50:28
6629,0.0,01:50:29
6630,0.0,01:50:30
6631,0.0,01:50:31
6632,0.0,01:50:32
6633,0.0,01:50:33
6634,0.0,01:50:34
6635,0.0,01:50:35
6636,0.0,01:50:36
6637,0.0,01:50:37
6638,0.0,01:50:38
6639,0.0,01:50:39
6640,0.0,01:50:40
6641,0.0,01:50:41
6642,0.0,01:50:42
6643,0.0,01:50:43
6644,0.0,01:50:44
6645,0.0,01:50:45
6646,0.0,01:50:46
6647,0.0,01:50:47
6648,0.0,01:50:48
6649,0.0,01:50:49
6650,0.0,01:50:50
6651,0.0,01:50:51
6652,0.0,01:50:52
6653,0.0,01:50:53
6654,0.0,01:50:54
6655,0.0,01:50:55
6656,0.0,01:50:56
6657,0.0,01:50:57
6658,0.0,01:50:58
6659,0.0,01:50:59
6660,0.0,01:51:00
6661,0.0,01:51:01
6662,0.0,01:51:02
6663,0.0,01:51:03
6664,0.0,01:51:04
6665,0.0,01:51:05
6666,0.0,01:51:06
6667,0.0,01:51:07
6668,0.0,01:51:08
6669,0.0,01:51:09
6670,0.0,01:51:10
6671,0.0,01:51:11
6672,0.0,01:51:12
6673,0.0,01:51:13
6674,0.0,01:51:14
6675,0.0,01:51:15
6676,0.0,01:51:16
6677,0.0,01:51:17
6678,0.0,01:51:18
6679,0.0,01:51:19
6680,0.0,01:51:20
6681,0.0,01:51:21
6682,0.0,01:51:22
6683,0.0,01:51:23
6684,0.0,01:51:24
6685,0.0,01:51:25
6686,0.0,01:51:26
6687,0.0,01:51:27
6688,0.0,01:51:28
6689,0.0,01:51:29
6690,0.0,01:51:30
6691,0.0,01:51:31
6692,0.0,01:51:32
6693,0.0,01:51:33
6694,0.0,01:51:34
6695,0.0,01:51:35
6696,0.0,01:51:36
6697,0.0,01:51:37
6698,0.0,01:51:38
6699,0.0,01:51:39
6700,0.0,01:51:40
6701,0.0,01:51:41
6702,0.0,01:51:42
6703,0.0,01:51:43
6704,0.0,01:51:44
6705,0.0,01:51:45
6706,0.0,01:51:46
6707,0.0,01:51:47
6708,0.0,01:51:48
6709,0.0,01:51:49
6710,0.0,01:51:50
6711,0.0,01:51:51
6712,0.0,01:51:52
6713,0.0,01:51:53
6714,0.0,01:51:54
6715,0.0,01:51:55
6716,0.0,01:51:56
6717,0.0,01:51:57
6718,0.0,01:51:58
6719,0.0,01:51:59
6720,0.0,01:52:00
6721,0.0,01:52:01
6722,0.0,01:52:02
6723,0.0,01:52:03
6724,0.0,01:52:04
6725,0.0,01:52:05
6726,0.0,01:52:06
6727,0.0,01:52:07
6728,0.0,01:52:08
6729,0.0,01:52:09
6730,0.0,01:52:10
6731,0.0,01:52:11
6732,0.0,01:52:12
6733,0.0,01:52:13
6734,0.0,01:52:14
6735,0.0,01:52:15
6736,0.0,01:52:16
6737,0.0,01:52:17
6738,0.0,01:52:18
6739,0.0,01:52:19
6740,0.0,01:52:20
6741,0.0,01:52:21
6742,0.0,01:52:22
6743,0.0,01:52:23
6744,0.0,01:52:24
6745,0.0,01:52:25
6746,0.0,01:52:26
6747,0.0,01:52:27
6748,0.0,01:52:28
6749,0.0,01:52:29
6750,0.0,01:52:30
6751,0.0,01:52:31
6752,0.0,01:52:32
6753,0.0,01:52:33
6754,0.0,01:52:34
6755,0.0,01:52:35
6756,0.0,01:52:36
6757,0.0,01:52:37
6758,0.0,01:52:38
6759,0.0,01:52:39
6760,0.0,01:52:40
6761,0.0,01:52:41
6762,0.0,01:52:42
6763,0.0,01:52:43
6764,0.0,01:52:44
6765,0.0,01:52:45
6766,0.0,01:52:46
6767,0.0,01:52:47
6768,0.0,01:52:48
6769,0.0,01:52:49
6770,0.0,01:52:50
6771,0.0,01:52:51
6772,0.0,01:52:52
6773,0.0,01:52:53
6774,0.0,01:52:54
6775,0.0,01:52:55
6776,0.0,01:52:56
6777,0.0,01:52:57
6778,0.0,01:52:58
6779,0.0,01:52:59
6780,0.0,01:53:00
6781,0.0,01:53:01
6782,0.0,01:53:02
6783,0.0,01:53:03
6784,0.0,01:53:04
6785,0.0,01:53:05
6786,0.0,01:53:06
6787,0.0,01:53:07
6788,0.0,01:53:08
6789,0.0,01:53:09
6790,0.0,01:53:10
6791,0.0,01:53:11
6792,0.0,01:53:12
6793,0.0,01:53:13
6794,0.0,01:53:14
6795,0.0,01:53:15
6796,0.0,01:53:16
6797,0.0,01:53:17
6798,0.0,01:53:18
6799,0.0,01:53:19
6800,0.0,01:53:20
6801,0.0,01:53:21
6802,0.0,01:53:22
6803,0.0,01:53:23
6804,0.0,01:53:24
6805,0.0,01:53:25
6806,0.0,01:53:26
6807,0.0,01:53:27
6808,0.0,01:53:28
6809,0.0,01:53:29
6810,0.0,01:53:30
6811,0.0,01:53:31
6812,0.0,01:53:32
6813,0.0,01:53:33
6814,0.0,01:53:34
6815,0.0,01:53:35
6816,0.0,01:53:36
6817,0.0,01:53:37
6818,0.0,01:53:38
6819,0.0,01:53:39
6820,0.0,01:53:40
6821,0.0,01:53:41
6822,0.0,01:53:42
6823,0.0,01:53:43
6824,0.0,01:53:44
6825,0.0,01:53:45
6826,0.0,01:53:46
6827,0.0,01:53:47
6828,0.0,01:53:48
6829,0.0,01:53:49
6830,0.0,01:53:50
6831,0.0,01:53:51
6832,0.0,01:53:52
6833,0.0,01:53:53
6834,0.0,01:53:54
6835,0.0,01:53:55
6836,0.0,01:53:56
6837,0.0,01:53:57
6838,0.0,01:53:58
6839,0.0,01:53:59
6840,0.0,01:54:00
6841,0.0,01:54:01
6842,0.0,01:54:02
6843,0.0,01:54:03
6844,0.0,01:54:04
6845,0.0,01:54:05
6846,0.0,01:54:06
6847,0.0,01:54:07
6848,0.0,01:54:08
6849,0.0,01:54:09
6850,0.0,01:54:10
6851,0.0,01:54:11
6852,0.0,01:54:12
6853,0.0,01:54:13
6854,0.0,01:54:14
6855,0.0,01:54:15
6856,0.0,01:54:16
6857,0.0,01:54:17
6858,0.0,01:54:18
6859,0.0,01:54:19
6860,0.0,01:54:20
6861,0.0,01:54:21
6862,0.0,01:54:22
6863,0.0,01:54:23
6864,0.0,01:54:24
6865,0.0,01:54:25
6866,0.0,01:54:26
6867,0.0,01:54:27
6868,0.0,01:54:28
6869,0.0,01:54:29
6870,0.0,01:54:30
6871,0.0,01:54:31
6872,0.0,01:54:32
6873,0.0,01:54:33
6874,0.0,01:54:34
6875,0.0,01:54:35
6876,0.0,01:54:36
6877,0.0,01:54:37
6878,0.0,01:54:38
6879,0.0,01:54:39
6880,0.0,01:54:40
6881,0.0,01:54:41
6882,0.0,01:54:42
6883,0.0,01:54:43
6884,0.0,01:54:44
6885,0.0,01:54:45
6886,0.0,01:54:46
6887,0.0,01:54:47
6888,0.0,01:54:48
6889,0.0,01:54:49
6890,0.0,01:54:50
6891,0.0,01:54:51
6892,0.0,01:54:52
6893,0.0,01:54:53
6894,0.0,01:54:54
6895,0.0,01:54:55
6896,0.0,01:54:56
6897,0.0,01:54:57
6898,0.0,01:54:58
6899,0.0,01:54:59
6900,0.0,01:55:00
6901,0.0,01:55:01
6902,0.0,01:55:02
6903,0.0,01:55:03
6904,0.0,01:55:04
6905,0.0,01:55:05
6906,0.0,01:55:06
6907,0.0,01:55:07
6908,0.0,01:55:08
6909,0.0,01:55:09
6910,0.0,01:55:10
6911,0.0,01:55:11
6912,0.0,01:55:12
6913,0.0,01:55:13
6914,0.0,01:55:14
6915,0.0,01:55:15
6916,0.0,01:55:16
6917,0.0,01:55:17
6918,0.0,01:55:18
6919,0.0,01:55:19
6920,0.0,01:55:20
6921,0.0,01:55:21
6922,0.0,01:55:22
6923,0.0,01:55:23
6924,0.0,01:55:24
6925,0.0,01:55:25
6926,0.0,01:55:26
6927,0.0,01:55:27
6928,0.0,01:55:28
6929,0.0,01:55:29
6930,0.0,01:55:30
6931,0.0,01:55:31
6932,0.0,01:55:32
6933,0.0,01:55:33
6934,0.0,01:55:34
6935,0.0,01:55:35
6936,0.0,01:55:36
6937,0.0,01:55:37
6938,0.0,01:55:38
6939,0.0,01:55:39
6940,0.0,01:55:40
6941,0.0,01:55:41
6942,0.0,01:55:42
6943,0.0,01:55:43
6944,0.0,01:55:44
6945,0.0,01:55:45
6946,0.0,01:55:46
6947,0.0,01:55:47
6948,0.0,01:55:48
6949,0.0,01:55:49
6950,0.0,01:55:50
6951,0.0,01:55:51
6952,0.0,01:55:52
6953,0.0,01:55:53
6954,0.0,01:55:54
6955,0.0,01:55:55
6956,0.0,01:55:56
6957,0.0,01:55:57
6958,0.0,01:55:58
6959,0.0,01:55:59
6960,0.0,01:56:00
6961,0.0,01:56:01
6962,0.0,01:56:02
6963,0.0,01:56:03
6964,0.0,01:56:04
6965,0.0,01:56:05
6966,0.0,01:56:06
6967,0.0,01:56:07
6968,0.0,01:56:08
6969,0.0,01:56:09
6970,0.0,01:56:10
6971,0.0,01:56:11
6972,0.0,01:56:12
6973,0.0,01:56:13
6974,0.0,01:56:14
6975,0.0,01:56:15
6976,0.0,01:56:16
6977,0.0,01:56:17
6978,0.0,01:56:18
6979,0.0,01:56:19
6980,0.0,01:56:20
6981,0.0,01:56:21
6982,0.0,01:56:22
6983,0.0,01:56:23
6984,0.0,01:56:24
6985,0.0,01:56:25
6986,0.0,01:56:26
6987,0.0,01:56:27
6988,0.0,01:56:28
6989,0.0,01:56:29
6990,0.0,01:56:30
6991,0.0,01:56:31
6992,0.0,01:56:32
6993,0.0,01:56:33
6994,0.0,01:56:34
6995,0.0,01:56:35
6996,0.0,01:56:36
6997,0.0,01:56:37
6998,0.0,01:56:38
6999,0.0,01:56:39
